Number	" ""Source Name"""	Characteristics[Organism]	Term Source REF[Organism]	Term Accession Number[Organism]	Characteristics[Organism part]	Term Source REF[Organism part]	Term Accession Number[Organism part]
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
MTBLS562	" ""Aging Bra Exp-pos"""	Mus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/862507	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142
